0.011294	6.912754113714E-06
0.014219	8.21569988483745E-06
0.017901	9.75536350688826E-06
0.022536	1.15698910449686E-05
0.028371	1.37008769139771E-05
0.035717	1.61919015498089E-05
0.044965	1.90857935076182E-05
0.056607	2.24204923660206E-05
0.071264	2.62230479522847E-05
0.089717	3.04998153580735E-05
0.11294	3.52230304776175E-05
0.14219	4.03244964991915E-05
0.17901	4.56701327863593E-05
0.22536	5.10618981723173E-05
0.28371	5.62379659303892E-05
0.35717	6.08918423374971E-05
0.44965	6.47096595742407E-05
0.56608	6.74204824678977E-05
0.71264	6.88439516065054E-05
0.89717	6.8922031920449E-05
1.1294	6.77214152675347E-05
1.4219	6.54077624829588E-05
1.7901	6.22089785794004E-05
2.2536	5.83699105710532E-05
2.8371	5.41190466647287E-05
3.5717	4.96485573764971E-05
4.4965	4.51069203985617E-05
5.6607	4.0600046230926E-05
7.1265	3.61973079903103E-05
8.9717	3.19431779815502E-05
11.295	2.78641433794673E-05
14.219	2.39824989441335E-05
17.901	2.03182078019703E-05
22.536	1.69015092585623E-05
28.371	1.3769141542965E-05
35.717	1.09620569797416E-05
44.965	8.51689202252719E-06
56.607	6.45545551391666E-06
71.265	4.77695221341802E-06
89.716	3.45751280111317E-06
112.94	2.45396751323077E-06
142.19	1.71249579881554E-06
179.01	1.17869822915547E-06
225.36	8.02354861555871E-07
283.71	5.41433332065681E-07
357.17	3.62906731850952E-07
449.65	2.42002279868683E-07
566.08	1.60753006108832E-07
712.65	1.06476055954714E-07
897.16	7.0375311497041E-08
1129.4	4.64436475294839E-08
1421.9	3.06086385371354E-08
1790.1	2.01562560943039E-08
2253.6	1.32652567241597E-08
2837.1	8.72613961725299E-09
3571.7	5.73819923819996E-09
4496.5	3.77243353674064E-09
5660.8	2.47959846906465E-09
7126.5	1.62963905260313E-09
8971.7	1.07092446820664E-09
11294	7.03787203225651E-10
14219	4.62394936118268E-10
17901	3.03802828656652E-10
22536	1.99606272630061E-10
28371	1.31144706355964E-10
35717	8.61620850615325E-11
44965	5.66080420262388E-11
56608	3.71903285443165E-11
71264	2.44342543952498E-11
89716	1.60528790245929E-11
112940	1.05473953266337E-11
142190	6.92878919698013E-12
179010	4.55189794598097E-12
225360	2.99049455162931E-12
283710	1.96470016335954E-12
357170	1.29075751310548E-12
449650	8.47996617880111E-13
566080	5.57104768588322E-13
712640	3.66015331637543E-13
897160	2.40462986334895E-13

